Mineral_Name,cations_theoretical,other_theoretical
Laverovite,K;Na;Mn^2+^;Zr,
Lobanovite,K;Na;Fe^2+^;Mg;Ti^4+^,
Nalivkinite,Fe^2+^;Mn^2+^;Li;Na;Ti^4+^,
Niobokupletskite,Nb^5+^;Ti^4+^;K;Mn^2+^;Na,
Niobophyllite,K;Na;Fe^2+^;Nb^5+^;Ti^4+^,
Sveinbergeite,Ca;Fe^2+^;Fe^3+^;Ti^4+^,H_2_O
Tarbagataite,K;Ca;Fe^2+^;Mn^2+^;Ti^4+^,[box]
Zircophyllite,K;Na;Mn^2+^;Fe^2+^;Zr;Ti^4+^,
Hydroastrophyllite,H_3_O;K;Fe^2+^;Mn^2+^;Ti^4+^;Ca,
Ferro-anthophyllite,Fe^2+^,
Ferro-gedrite,Fe^2+^;Al,
Ferro-holmquistite,Li;Fe^2+^;Al,
Gedrite,Mg;Al,
Holmquistite,Li;Mg;Al,
Lavinskyite,K;Li;Cu^2+^,
Plancheite,Cu^2+^,H_2_O
Proto-anthophyllite,Mg,
Proto-ferro-anthophyllite,Fe^2+^,
Proto-ferro-suenoite,Fe^2+^;Mn^2+^,
Suenoite,Mn^2+^;Mg,[box]
Sodic-ferro-gedrite,Na;Fe^2+^;Al,
Sodic-gedrite,Na;Mg;Al,
Ferri-holmquistite,Li;Mg;Fe^3+^,[box]
Ferro-ferri-holmquistite,Li;Fe^2+^;Fe^3+^,[box]
Sodic-ferro-anthophyllite,Na;Fe^2+^,
Sodicanthophyllite,Na;Mg,
Aluminian Ferroanthophyllite,Fe^2+^,
Snarumite,Mg;Al,
Anthophyllite,Mg,
Cummingtonite,Mg,
Ferri-fluoro-leakeite,Na;Fe^3+^;Mg;Li,
Grunerite,Fe^2+^,
Permanganogrunerite,Mn^2+^,[box]
Kupfferite (of Koksarov),Mg;Cr^3+^,
Actinolite,Fe^2+^;Mg;Ca,[box]
Clino-suenoite,Mn^2+^;Mg,
Ferro-actinolite,Fe^2+^;Mg;Ca,
Ferro-ferri-hornblende,Ca;Fe^2+^;Fe^3+^,[box]
Ferro-hornblende,Ca;Fe^2+^;Al,
Ferro-tschermakite,Ca;Fe^2+^;Al,[box]
Fluoro-cannilloite,Ca;Mg;Al,
Fluoro-tremolite,Ca;Mg,[box]
Joesmithite,Ca;Fe^3+^;Mg;Pb^2+^,
Magnesio-ferri-fluoro-hornblende,Fe^3+^;Ca;Mg,[box]
Magnesio-hornblende,Al;Ca;Mg,
Potassic-fluoro-pargasite,Al;Ca;K;Mg,
Tremolite,Ca;Mg,
Tschermakite,Ca;Mg;Al,[box]
Magnesio-fluoro-hornblende,Na;K;Ca;Mg,
Ferri-cannilloite,Ca;Mg;Fe^3+^,
Ferri-fluoro-cannilloite,Ca;Mg;Fe^3+^,
Clino-ferro-suenoite,Mn^2+^;Fe^2+^,[box]
Ferri-tschermakite,Ca;Mg;Fe^3+^,
Ferro-ferri-tschermakite,Ca;Fe^2+^;Fe^3+^,[box]
Magnesio-ferri-hornblende,Fe^3+^;Ca;Mg,[box]
Ferri-fluoro-tschermakite,Ca;Mg;Fe^3+^,[box]
Ferro-cannilloite,Ca;Fe^2+^;Al,
Ferro-ferri-cannilloite,Ca;Fe^2+^;Fe^3+^,
Ferro-ferri-fluoro-cannilloite,Ca;Fe^2+^;Fe^3+^,
Ferro-ferri-fluoro-hornblende,Fe^3+^;Ca;Fe^2+^,[box]
Ferro-ferri-fluoro-tschermakite,Ca;Fe^2+^;Fe^3+^,[box]
Ferro-fluoro-actinolite,Fe^2+^;Ca,[box]
Ferro-fluoro-cannilloite,Ca;Fe^2+^;Al,
Ferro-fluoro-hornblende,Al;Ca;Fe^2+^,[box]
Ferro-fluoro-tschermakite,Ca;Fe^2+^;Al,[box]
Fluoro-tschermakite,Ca;Mg;Al,[box]
Chrome-Tremolite,Ca;Mg;Cr^3+^,
Parvo-manganotremolite,Ca;Mg;Mn^2+^,
Philipstadite,Ca;Fe^2+^;Mg;Fe^3+^,
Hexagonite,Ca;Mn^2+^;Mg,
Smaragdite,Mg;Fe^2+^;Cr^3+^;Ca,[box]
Chromio-pargasite,Na;Ca;Cr^3+^;Mg,
Edenite,Na;Mg;Ca,
Ferri-kaersutite,Na;Ca;Ti^4+^;Fe^3+^;Mg,
Ferro-edenite,Fe^2+^;Na;Ca,
Ferro-pargasite,Na;Ca;Fe^2+^;Al,
Fluoro-edenite,Na;Mg;Ca,
Fluoro-pargasite,Na;Ca;Mg;Al,
Hastingsite,Na;Ca;Fe^3+^;Fe^2+^,
Kaersutite,Al;Ca;Mg;Na;Ti^4+^,
Magnesio-fluoro-hastingsite,Na;Ca;Mg;Fe^3+^,
Magnesio-hastingsite,Ca;Fe^3+^;Mg;Na,
Mangani-pargasite,Mn^3+^;Ca;Mg;Na,
Oxo-magnesio-hastingsite,Na;Ca;Mg;Fe^3+^,
Pargasite,Al;Ca;Mg;Na,
Potassic-chloro-hastingsite,Ca;Fe^2+^;Fe^3+^;K,
Potassic-chloro-pargasite,Al;Ca;K;Mg,
Potassic-ferro-ferri-sadanagaite,Ca;Fe^2+^;Fe^3+^;K,
Potassic-ferro-pargasite,Al;Ca;Fe^2+^;K,
Potassic-ferro-sadanagaite,Al;Ca;Fe^2+^;K,
Potassic-fluoro-hastingsite,Ca;Fe^2+^;Fe^3+^;K,
Potassic-hastingsite,K;Ca;Fe^2+^;Fe^3+^,
Potassic-magnesio-hastingsite,Ca;Fe^3+^;K;Mg,
Potassic-pargasite,Al;Ca;K;Mg,
Potassic-sadanagaite,K;Ca;Mg;Al,
Sadanagaite,Na;Ca;Mg;Al,
Vanadio-pargasite,Na;Ca;Mg;V^3+^,
Unnamed (F-dominant analogue of Ferri-kaersutite),Na;K;Ca;Mg;Fe^3+^;Fe^2+^;Ti^4+^,
Ferri-sadanagaite,Na;Ca;Mg;Fe^3+^,
Ferro-chloro-pargasite,Al;Ca;Na;Fe^2+^,
Ferro-ferri-sadanagaite,Na;Ca;Fe^2+^;Fe^3+^,
Ferro-fluoro-edenite,Fe^2+^;Na;Ca,
Ferro-kaersutite,Na;Ca;Fe^2+^;Al;Ti^4+^,
Ferro-sadanagaite,Na;Ca;Fe^2+^;Al,
Fluoro-hastingsite,Na;Ca;Fe^2+^;Fe^3+^,
Potassic-chloro-sadanagaite,K;Ca;Mg;Al,
Potassic-ferro-chloro-edenite,K;Ca;Fe^2+^,
Potassic-ferro-chloro-sadanagaite,K;Ca;Fe^2+^;Al,
Ferri-fluoro-sadanagaite,Na;Ca;Mg;Fe^3+^,
Ferro-ferri-fluoro-sadanagaite,Na;Ca;Fe^2+^;Fe^3+^,
Ferro-fluoro-pargasite,Al;Ca;Na;Fe^2+^,
Ferro-fluoro-sadanagaite,Na;Ca;Fe^2+^;Al,
Fluoro-sadanagaite,Na;Ca;Mg;Al,
Alkali-femaghastingsite,Na;K;Ca;Fe^3+^;Fe^2+^;Mg,
Alkali-ferrohastingsite,Na;K;Ca;Fe^3+^;Fe^2+^,
Femaghastingsite,Ca;Na;K;Mg;Fe^2+^;Fe^3+^;Al,
Linosite,Al;Fe^3+^;Ca;Mg;Na;Ti^4+^,
Parvo-mangano-edenite,Na;Mg;Ca;Mn^2+^,
Barroisite,Ca;Na;Mg;Al,[box]
Clino-ferri-holmquistite,Na;Li;Fe^3+^;Mg,[box]
Ferri-fluoro-katophorite,Na;Fe^3+^;Mg;Ca,
Ferri-ghoseite,Mn^2+^;Fe^3+^;Na;Mg,
Ferri-katophorite,Na;Fe^3+^;Mg;Ca,
Ferri-winchite,Fe^3+^;Al;Na;Mg;Ca,
Ferro-ferri-katophorite,Na;Ca;Fe^2+^;Fe^3+^,
Ferro-katophorite,Na;Ca;Fe^2+^;Al,
Ferro-richterite,Fe^2+^;Na;Ca,
Ferro-taramite,Na;Ca;Fe^2+^;Al,
Fluoro-richterite,Na;Mg;Ca,
Fluoro-taramite,Na;Mg;Ca;Al,
Hjalmarite,Na;Mg;Mn^2+^,
Katophorite,Na;Ca;Mg;Al,
Potassic-ferro-ferri-taramite,Na;K;Ca;Fe^2+^;Fe^3+^,
Potassic-ferro-taramite,Na;K;Ca;Fe^2+^;Al,
Potassic-fluoro-richterite,Ca;K;Mg;Na,
Potassic-richterite,Ca;K;Mg;Na,
Richterite,Ca;Mg;Na,
Taramite,Na;Ca;Mg;Al,
Winchite,Al;Ca;Mg;Na,
Chloro-potassic-ferri-magnesiotaramite,K;Ca;Na;Mg;Fe^3+^,
Clinoferroholmquistite,Li;Fe^2+^;Al,[box]
Ferri-magnesiokatophorite,Na;Ca;Mg;Fe^3+^,
Ferri-magnesiotaramite,Na;Ca;Mg;Fe^3+^,
Fluoro-oxy-ferri-magnesiokatophorite,Na;Ca;Mg;Fe^3+^,
Magnesio-ferri-fluor-katophorite,Na;Ca;Mg;Fe^3+^,
Magnesiotaramite,Na;Ca;Mg;Al;Fe^3+^,
Clinoferrogedrite,,
Crossite,Na;Mg;Fe^2+^;Al;Fe^3+^,
Ferri-barroisite,Ca;Na;Mg;Fe^3+^,
Ferri-taramite,Na;Ca;Mg;Fe^3+^,
Ferro-barroisite,Ca;Na;Fe^2+^;Al,
Ferro-ferri-barroisite,Ca;Na;Fe^2+^;Fe^3+^,
Ferro-ferri-taramite,Fe^2+^;Na;Fe^3+^;Ca,
Ferro-ferri-winchite,Ca;Na;Fe^2+^;Fe^3+^;Al,
Ferro-winchite,Ca;Na;Fe^2+^;Al,
Potassic-ferri-katophorite,Na;K;Ca;Mg;Fe^3+^,
Potassic-ferro-ferri-katophorite,Na;K;Ca;Fe^2+^;Fe^3+^,
Potassic-ferro-richterite,Fe^2+^;Na;K;Ca,
Ferri-fluoro-barroisite,Ca;Na;Mg;Fe^3+^,[box]
Ferri-fluoro-taramite,Na;Ca;Mg;Fe^3+^,
Ferro-ferri-fluoro-barroisite,Ca;Na;Fe^2+^;Fe^3+^,[box]
Ferro-ferri-fluoro-katophorite,Na;Ca;Fe^2+^;Fe^3+^,
Ferro-ferri-fluoro-taramite,Na;Ca;Fe^2+^;Fe^3+^,
Ferro-fluoro-barroisite,Ca;Na;Fe^2+^;Al,[box]
Ferro-fluoro-katophorite,Na;Ca;Fe^2+^;Al,
Ferro-fluoro-richterite,Fe^2+^;Na;Ca,
Ferro-fluoro-taramite,Na;Ca;Fe^2+^;Al,
Ferro-fluoro-winchite,Ca;Na;Fe^2+^;Al,[box]
Fluoro-barroisite,Ca;Na;Mg;Al,[box]
Fluoro-katophorite,Na;Ca;Mg;Al,
Fluoro-winchite,Ca;Na;Mg;Al,[box]
Ghoseite,Mn^2+^;Al;Na;Mg,[box]
Potassic-ferri-taramite,Na;K;Ca;Mg;Fe^3+^,
Potassic-fluoro-katophorite,Na;K;Ca;Mg;Al,
Astochite,Ca;Mn^2+^;Mg;Na,
Marmairolite,Ca;Mn^2+^;Mg;Na,
Riebeckrichterite,Ca;Mg;Fe^2+^;Na,
Strontian Potassicrichterite,Ca;Sr;K;Mg;Na,
Titanian Potassian Richterite,Ca;Na;Mg;Ti^4+^;K,
Arfvedsonite,Fe^2+^;Fe^3+^;Na,
Clino-ferro-ferri-holmquistite,Li;Fe^3+^;Fe^2+^,
Eckermannite,Na;Mg;Al,
Ferri-leakeite,Na;Fe^3+^;Mg;Li,
Ferri-obertiite,Na;Ti^4+^;Fe^3+^;Mg,
Ferri-pedrizite,Fe^3+^;Mg;Na;Li,
Ferro-ferri-fluoro-leakeite,Na;Fe^3+^;Fe^2+^;Li,
Ferro-ferri-nybøite,Fe^2+^;Mg;Fe^3+^;Na,
Ferro-ferri-obertiite,Na;Ti^4+^;Fe^3+^;Fe^2+^,
Ferro-ferri-pedrizite,Na;Li;Fe^2+^;Fe^3+^,
Ferro-fluoro-pedrizite,Na;Li;Fe^2+^;Al,
Ferro-glaucophane,Na;Fe^2+^;Al,
Ferro-pedrizite,Na;Li;Fe^2+^;Al,
Fluoro-leakeite,Na;Mg;Li;Al,
Fluoro-nybøite,Na;Mg;Al,
Fluoro-pedrizite,Na;Li;Mg;Al,
Fluoro-riebeckite,Fe^2+^;Fe^3+^;Na,[box]
Glaucophane,Na;Mg;Al,
Magnesio-arfvedsonite,Fe^3+^;Mg;Na,
Magnesio-fluoro-arfvedsonite,Fe^3+^;Mg;Na,
Magnesio-riebeckite,Fe^3+^;Mg;Na,
Mangani-dellaventuraite,Li;Mg;Mn^3+^;Na;Ti^4+^,
Mangani-obertiite,Mg;Mn^3+^;Na;Ti^4+^,
Mangano-ferri-eckermannite,Fe^3+^;Mn^2+^;Na,
Mangano-mangani-ungarettiite,Mn^2+^;Mn^3+^;Na,
Nybøite,Al;Mg;Na,
Oxo-mangani-leakeite,Na;Mn^3+^;Li,
Potassic-arfvedsonite,Fe^2+^;Fe^3+^;K;Na,
Potassic-ferri-leakeite,Fe^3+^;K;Li;Mg;Na,
Potassic-jeanlouisite,K;Na;Ca;Mg;Ti^4+^,
Potassic-magnesio-arfvedsonite,K;Na;Mg;Fe^3+^,
Potassic-magnesio-fluoro-arfvedsonite,Fe^3+^;K;Mg;Na,
Potassic-mangani-leakeite,K;Li;Mg;Mn^3+^;Na,
Riebeckite,Fe^2+^;Fe^3+^;Na,
Unnamed (possible K-analogue of Ferri-obertiite),K;Na;Mg;Fe^2+^;Fe^3+^;Ti^4+^,
Alumino-ottoliniite,Na;Li;Mg;Al,[box]
Ferri-nybøite,Na;Mg;Fe^3+^,
Ottoliniite,Na;Li;Mg;Al;Fe^3+^,[box]
Clino-fluoro-holmquistite,Li;Al;Mg,[box]
Clino-sodic-fluoro-holmquistite,Na;Li;Mg;Al,
Ferro-eckermannite,Na;Fe^2+^;Al,
Oxo-pargasite,Na;Ca;Mg;Al,
Potassic-eckermannite,Al;Mg;Na;K,
Potassic-mangano-mangani-ungarettiite,Mn^2+^;Mn^3+^;Na;K,
Clino-ferri-fluoro-holmquistite,Li;Fe^3+^;Mg,[box]
Clino-ferro-ferri-fluoro-holmquistite,Li;Fe^3+^;Fe^2+^,[box]
Clino-ferro-fluoro-holmquistite,Li;Fe^2+^;Al,[box]
Ferri-fluoro-nybøite,Na;Mg;Fe^3+^,
Ferri-fluoro-pedrizite,Na;Li;Mg;Fe^3+^,
Ferro-ferri-fluoro-nybøite,Na;Fe^2+^;Fe^3+^,
Ferro-ferri-fluoro-pedrizite,Na;Li;Fe^2+^;Fe^3+^,
Ferro-ferri-leakeite,Na;Fe^2+^;Fe^3+^;Li,
Ferro-fluoro-eckermannite,Na;Fe^2+^;Al,
Ferro-fluoro-glaucophane,Na;Fe^2+^;Al,[box]
Ferro-fluoro-nybøite,Na;Fe^2+^;Al,
Ferro-leakeite,Na;Al;Fe^2+^;Li,
Ferro-nybøite,Na;Fe^2+^;Al,
Fluoro-arfvedsonite,Fe^3+^;Fe^2+^;Na,
Fluoro-eckermannite,Na;Mg;Al,
Fluoro-glaucophane,Na;Mg;Al,[box]
Magnesio-fluoro-riebeckite,Mg;Fe^3+^;Na,[box]
Pedrizite,Na;Li;Mg;Al,
Potassic-leakeite,Na;Al;Mg;Li;K,
Anophorite,Fe^3+^;Ti^4+^;Mg;Ca;Na,
Chromian Magnesio-arfvedsonite,Fe^3+^;Cr^3+^;Mg;Na,
Sodic-ferropedrizite,Na;Li;Fe^2+^;Al;Fe^3+^,
Chesterite,Mg;Fe^2+^,
Clinojimthompsonite,Mg,
Jimthompsonite,Mg;Fe^2+^,
Ershovite,Fe^2+^;Mn^2+^;Ti^4+^;Na;K,H_2_O
Paraershovite,Fe^3+^;K;Na,H_2_O
Tvedalite,Ca;Mn^2+^;Be,H_2_O
Bavenite,Ca,
Bohseite,Ca,
Bigcreekite,Ba,H_2_O
Nolzeite,Na;Mn^2+^,H_2_O;[box]
Steedeite,Na;Mn^2+^,
Barrydawsonite-(Y),Na;Y;Ca,
Bustamite,Ca;Mn^2+^,
Dalnegorskite,Mn^4+^;Ca,
Ferrobustamite,Fe^2+^;Ca,
Mendigite,Mn^2+^;Ca,
Murakamiite,Ca;Li,
Pectolite,Ca;Na,
Schizolite,Na;Ca;Mn^2+^,
Serandite,Na;Mn^2+^,
Tanohataite,Li;Mn^2+^,
Wollastonite,Ca,
Calcian Sérandite,Na;Mn^2+^;Ca,
Edelfarse,Ca,
Ferrowollastonite,Ca;Fe^2+^,
Keatingine,Ca;Mn^2+^;Zn,
Manganoan Pectolite,Ca;Mn^2+^;Na,
Manganoparawollastonite,Ca;Mn^2+^,
Cascandite,Ca;Fe^3+^;Sc,
Plombièrite,Ca,H_2_O
Clinotobermorite,Ca,H_2_O
Jusite,Na;Ca;Al,H_2_O
Kenotobermorite,Ca,H_2_O
Riversideite,Ca,H_2_O
Tobermorite,Ca,H_2_O
Foshagite,Ca,
Jennite,Ca,H_2_O
Kamenevite,K;Ti^4+^,H_2_O
Paraumbite,H;K;Zr,H_2_O
Umbite,Zr;Ti^4+^;K,H_2_O
Sørensenite,Be;Na;Sn^4+^,H_2_O
Xonotlite,Ca,
Mg-bearing Xonotlite,Ca;Mg,
Hillebrandite,Ca,
Chivruaiite,Ti^4+^;Nb^5+^;Ca,H_2_O
Escheite,Ca;Na;Mn^2+^;Ti^4+^,H_2_O
Zorite,Ti^4+^;Nb^5+^;Na,H_2_O
Haineaultite,Na;Ca;Ti^4+^;Nb^5+^,H_2_O
Epididymite,Na;Be,H_2_O
Eudidymite,Na;Be,H_2_O
Elpidite,Zr;Na,H_2_O
Calcian Elpidite,Zr;Na;Ca,H_2_O
Calcinaksite,Ca;K;Na,H_2_O
Fenaksite,Fe^2+^;Na;K,
Litidionite,Cu^2+^;K;Na,
Manaksite,K;Mn^2+^;Na,
Senkevichite,Ca;Cs;K;Na;Ti^4+^,
Tinaksite,Ca;Mn^2+^;K;Na;Ti^4+^,
Tokkoite,Ca;K,
Canasite,Ca;K;Na,
Fluorcanasite,Na;Ca;K,H_2_O
Miserite,K;Ca;Y;REE,H_2_O
Frankamenite,Na;Ca;K,H_2_O
Charoite,Ca;Na;K;Sr;Ba;Mn^2+^,H_2_O
Yuksporite,Mn^2+^;Fe^3+^;Ca;Na;Sr;Ba;Ti^4+^;Nb^5+^;K,H_2_O;[box]
Eveslogite,Ca;K;Na;Sr;Ba;Ti^4+^;Nb^5+^;Fe^2+^;Fe^3+^;Mn^2+^,
Patynite,Na;K;Ca,
Whelanite,Cu^2+^;Ca,H_2_O
Yusupovite,Na;Zr,H_2_O
Leucophanite,Be;Ca;Na,
Ohmilite,Ti^4+^;Fe^3+^;Sr,H_2_O
Haradaite,V^4+^O;Sr,
Suzukiite,Ba;V^4+^O,
Batisite,Ba;Na;Ti^4+^,
Noonkanbahite,Ba;Na;K;Ti^4+^,
Shcherbakovite,K;Ba;Ti^4+^;Nb^5+^;Na,
Taikanite,Ba;Mn^3+^;Sr,
Krauskopfite,Ba,H_2_O
Balangeroite,Mg;Fe^2+^;Fe^3+^;Mn^2+^,
Gageite,Mn^2+^,
Aenigmatite,Fe^2+^;Na;Ti^4+^,
Dorrite,Ca;Fe^3+^;Mg,
Høgtuvaite,Ca;Fe^3+^;Fe^2+^,
Khesinite,Ca;Mg;Fe^3+^,
Krinovite,Cr^3+^;Mg;Na,
Kuratite,Ca;Fe^2+^;Ti^4+^,
Makarochkinite,Ca;Fe^2+^;Fe^3+^;Ti^4+^,
Rhönite,Ca;Mg;Fe^3+^;Ti^4+^,
Serendibite,Al;Ca;Mg,
Welshite,Ca;Mg;Sb^5+^,
Wilkinsonite,Fe^2+^;Fe^3+^;Na,
Leucorhönite,Ca;Mg;Fe^3+^;Al,
UM1991-29-SiO:FeMgNa,Na;Mg;Fe^3+^,
Sapphirine,Al;Mg,
Unnamed (Al-analogue of Sapphirine),Mg;Fe^2+^;Fe^3+^;Al,
Beryllian Sapphirine,Al;Mg,
Khmaralite,Al;Mg,
Surinamite,Mg;Fe^2+^;Al,
UM1988-26-SiO:AlMg,Mg;Al,
Deerite,Fe^2+^;Mn^2+^;Fe^3+^;Al,
Howieite,Fe^2+^;Fe^3+^;Al;Mg;Na,
Taneyamalite,Mn^2+^;Mg;Fe^2+^;Na;Ca,
Johninnesite,Mg;Mn^2+^;Na,
Agrellite,Ca;Na,
Bavsiite,Ba;V^4+^O,
Narsarsukite,Ti^4+^;Fe^3+^;Na,
Laplandite-(Ce),Ce^3+^;Na;Ti^4+^,H_2_O
Caysichite-(Y),Ca;Yb;Er;Y,H_2_O
Seidite-(Ce),Ce^3+^;Sr;Na;Ti^4+^,H_2_O
Carlosturanite,Mg;Fe^2+^;Ti^4+^,H_2_O
Jonesite,Ba;K;Na,H_2_O
Babingtonite,Fe^2+^;Mn^2+^;Ca;Fe^3+^,
Ferrorhodonite,Ca;Mn^2+^;Fe^2+^,
Fowlerite,Mn^2+^;Zn,
Lithiomarsturite,Ca;Li;Mn^2+^,
Manganbabingtonite,Ca;Fe^3+^;Mn^2+^,
Marsturite,Ca;Mn^2+^;Na,
Nambulite,Li;Na;Mn^2+^,
Natronambulite,Mn^2+^;Ca;Na;Li,
Rhodonite,Ca;Mn^2+^,
Scandiobabingtonite,Ca;Na;Fe^2+^;Mn^2+^;Sc;Fe^3+^,
Vittinkiiite,Mn^2+^,
Allagite,,
Dyssnite,Ca;Mn^2+^;Mn^3+^;Fe^3+^,
Hsihutsunite,Ca;Mn^2+^,
Orlets,Ca;Mn^2+^,
Santaclaraite,Ca;Mn^2+^,H_2_O
Braccoite,Na;Mn^2+^,
Saneroite,Mn^2+^;Mn^3+^;Na,
Ciprianiite,Ca;Th^4+^;Al;Be,[box]
Ferri-mottanaite-(Ce),Ca;Ce^3+^;Fe^3+^;Be,[box]
Hellandite-(Ce),Ca;REE;Ce^3+^;Al,
Hellandite-(Y),Ca;REE;Al;Y,
Mottanaite-(Ce),Al;Be;Ca;Ce^3+^,[box]
Tadzhikite-(Ce),Ca;Ce^3+^;Ti^4+^,
Hellandite-(Gd),Ca;REE;Al;Y;Gd,
Hellandite-(Yb),Ca;Y;Yb;Al;Fe^3+^;Ti^4+^;Be;Li,
Inesite,Ca;Mn^2+^,H_2_O
Piergorite-(Ce),Ca;Ce^3+^;Al;Li,
Stokesite,Ca;Sn^4+^,H_2_O
Calciohilairite,Ca;Zr,H_2_O
Hilairite,Zr;Na,H_2_O
Komkovite,Ba;Zr,H_2_O
Pyatenkoite-(Y),Na;Ti^4+^;Y,H_2_O
Sazykinaite-(Y),Na;Y;Zr,H_2_O
Gaidonnayite,Zr;Na,H_2_O
Georgechaoite,Zr;Na;K,H_2_O
Chkalovite,Be;Na,
Vlasovite,Na;Zr,
Revdite,Na,H_2_O
Scheuchzerite,Na;Mn^2+^,
Hydroterskite,Na;Zr,
Terskite,Na;Zr,H_2_O
Emeleusite,Fe^3+^;Na;Li,
Tuhualite,Fe^2+^;Fe^3+^;Na,
Zektzerite,Li;Na;Zr,
Semenovite-(Ce),Na;Ca;Fe^2+^;Ce^3+^,
Ashcroftine-(Y),Y;Ca;K;Na,H_2_O
Ashcroftine-(Ce),Ce^3+^;Ca;K;Na,H_2_O
Pyroxferroite,Fe^2+^;Mn^2+^;Ca,
Pyroxmangite,Mn^2+^,
Plumalsite,Pb^2+^;Al,
Pellyite,Fe^2+^;Mg;Ba;Ca,
Ferronordite-(Ce),Fe^2+^;Ce^3+^;Sr;Na,
Ferronordite-(La),La;Ce^3+^;Fe^2+^;Sr;Na,
Manganonordite-(Ce),Ce^3+^;Mn^2+^;Na;Sr,
Meieranite,Na;Sr;Mg,
Nordite-(Ce),Na;Sr;Ce^3+^;Zn,
Nordite-(La),Na;Sr;La;Zn,
Alamosite,Pb^2+^,
Liebauite,Ca;Cu^2+^,
Vladykinite,Na;Sr;Fe^2+^;Fe^3+^,
Meliphanite,Be;Al;Ca;Na,
Leucosphenite,Ba;Na;Ti^4+^,
Prehnite,Al;Ca,
Amstallite,Al;Ca,H_2_O
Kvanefjeldite,Ca;Mn^2+^;Na,
Hogarthite,Na;K;Ca;Ti^4+^,H_2_O
Lemoynite,Na;K;Ca;Zr,H_2_O
Natrolemoynite,Na;Zr,H_2_O
Altisite,K;Na;Ti^4+^,
Chiappinoite-(Y),Y;Mn^2+^,
Esquireite,Ba,H_2_O
Fukalite,Ca,
Cuprorivaite,Cu^2+^;Ca,
Effenbergerite,Cu^2+^;Ba,
Gillespite,Fe^2+^;Ba,
Wesselsite,Cu^2+^;Sr,
Ekanite,Th^4+^;Ca,
Fluorapophyllite-(Cs),Ca;Cs,H_2_O
Fluorapophyllite-(K),Ca;K,H_2_O
Fluorapophyllite-(Na),Na;Ca,H_2_O
Fluorapophyllite-(NH4),Ca;NH_4_,H_2_O
Hydroxyapophyllite-(K),Ca;K,H_2_O
Magadiite,Na,H_2_O
Dalyite,Zr;K,
Davanite,Ti^4+^;K,
Sazhinite-(Ce),Ce^3+^;Na,H_2_O
Sazhinite-(La),La;Na,H_2_O
Armstrongite,Ca;Zr,H_2_O
Okenite,Ca,H_2_O
Nekoite,Ca,H_2_O
Cavansite,Ca;V^4+^O,H_2_O
Pentagonite,Ca;V^4+^O,H_2_O
Penkvilksite,Na;Ti^4+^,H_2_O
Tumchaite,Na;Zr,H_2_O
Nabesite,Be;Na,H_2_O
Ajoite,K;Na;Cu^2+^,H_2_O
Zeravshanite,Cs;Na;Zr,H_2_O
Bussyite-(Ce),Ce^3+^;REE;Mn^2+^;Na,H_2_O
Bussyite-(Y),Y;REE;Ca;Na;Mn^2+^,
Plumbophyllite,Pb^2+^,H_2_O
Badakhshanite-(Y),Y;Mn^2+^;Al,
Perettiite-(Y),Y;Mn^2+^;Fe^2+^,
Cryptophyllite,K;Ca,H_2_O
Mountainite,Ca;K;Na,H_2_O
Shlykovite,K;Ca,H_2_O
Diegogattaite,Na;Ca;Cu^2+^,H_2_O
Yangite,Pb^2+^;Mn^2+^,H_2_O
Macdonaldite,Ba;Ca,H_2_O
Melansonite,Na;K;Zr,H_2_O;[box]
Rhodesite,Ca;K,H_2_O
Delhayelite,Na;Ca;K,
Hydrodelhayelite,Ca;K,H_2_O
Monteregianite-(Y),Na;K;Y;Ca,H_2_O
Carletonite,Ca;K;Na,H_2_O
Fluorcarletonite,Ca;K;Na,H_2_O
Günterblassite,K;Ca;Ba;Fe^2+^;Mg;Na,H_2_O
Hillesheimite,K;Ca;Ba;Mg;Fe^2+^,H_2_O;[box]
Umbrianite,K;Na;Ca,
Fivegite,K;Ca,H_2_O
Minnesotaite,Fe^2+^,
Talc,Mg,
Willemseite,Ni^2+^,
Chromian Talc,Mg;Cr^3+^,
Ferripyrophyllite,Fe^3+^,
Pyrophyllite,Al,
Chrome-Pyrophyllite,Al;Cr^3+^,
Aluminoceladonite,Mg;Fe^2+^;K;Al,
Boromuscovite,Al;K,
Celadonite,Mg;Fe^2+^;Fe^3+^;K,
Chernykhite,Ba;Na;V^3+^;Al;Mg,
Chromceladonite,Mg;Fe^2+^;Cr^3+^;Al;K,
Chromphyllite,Cr^3+^;Al;K,
Ferroaluminoceladonite,Fe^2+^;Mg;Al;Fe^3+^;K,
Ferroceladonite,Fe^2+^;Mg;Fe^3+^;Al;K,
Fluorluanshiweiite,K;Li;Al,
Ganterite,Ba;Na;K;Al;Mg,
Garmite,Cs;Li;Mg,
Gorbunovite,Cs;Li;Ti^4+^;Fe^3+^,
Luanshiweiite,K;Li;Al,
Manganiceladonite,K;Mg;Mn^3+^,
Montdorite,Fe^2+^;Mn^2+^;Mg;K;Na,
Muscovite,Al;K,
Nanpingite,Al;Cs,
Paragonite,Al;Na,
Roscoelite,K;V^3+^,
Tainiolite,K;Li;Mg,
Tobelite,NH_4_;K;Al,
Voloshinite,Rb;Li;Al,[box]
Adamsite,Al;K;Mg,
Al-illite-hydromica,K;Al,
